pairs processed: 1160, usable labeled: 698 (monster=153, regular=545)
rob CASHCOW      gain= 4563.7 skip     t5=07-10 19:14 nD=- cov=- why=window outside tape
rob ilysm        gain= 2892.0 skip     t5=07-10 08:34 nD=- cov=- why=window outside tape
sol LojakPaul    gain=   18.8 regular  t5=07-04 04:42 nD=0 cov=- why=
rob CASHCOW      gain=   18.7 skip     t5=07-10 20:42 nD=- cov=- why=window outside tape
sol ANSUM        gain=   18.7 regular  t5=07-04 16:22 nD=0 cov=- why=
sol Fro          gain=   18.7 regular  t5=07-06 11:32 nD=76 cov=1.0 why=
sol COBRA        gain=   18.7 regular  t5=07-05 20:57 nD=0 cov=- why=
sol TMB          gain=   18.7 regular  t5=07-04 11:04 nD=0 cov=- why=
rob RANGER       gain=   18.5 regular  t5=07-10 19:45 nD=17 cov=0.04 why=
sol ELIZABETH    gain=   18.5 regular  t5=07-05 10:22 nD=26 cov=1.0 why=
sol 公牛           gain=   18.5 regular  t5=07-05 22:24 nD=100 cov=0.08 why=
sol 公牛           gain=   18.5 regular  t5=07-06 02:21 nD=100 cov=0.03 why=
sol TMB          gain=   18.5 regular  t5=07-04 09:47 nD=0 cov=- why=
sol TMB          gain=   18.5 regular  t5=07-04 23:24 nD=0 cov=- why=
sol Fro          gain=   18.4 skip     t5=07-06 10:45 nD=- cov=- why=window outside tape
sol TMB          gain=   18.4 regular  t5=07-05 04:38 nD=92 cov=0.21 why=
sol Bullmerica25 gain=   18.4 regular  t5=07-05 14:34 nD=96 cov=0.09 why=
sol LojakPaul    gain=   18.3 regular  t5=07-03 09:23 nD=0 cov=- why=
sol BullWorld    gain=   18.2 regular  t5=07-05 17:18 nD=64 cov=1.0 why=
sol 0x           gain=   18.2 regular  t5=07-05 21:08 nD=96 cov=0.14 why=
sol 0x           gain=   18.1 regular  t5=07-06 05:13 nD=0 cov=- why=
sol SEMAN        gain=   18.1 regular  t5=07-05 17:20 nD=82 cov=1.0 why=
sol COBRA        gain=   18.1 regular  t5=07-05 11:26 nD=92 cov=0.2 why=
sol LojakPaul    gain=   18.1 regular  t5=07-03 03:17 nD=0 cov=- why=
sol LojakPaul    gain=   18.1 regular  t5=07-03 17:04 nD=100 cov=0.23 why=
sol ACM          gain=   18.1 regular  t5=07-05 07:44 nD=100 cov=0.15 why=
sol ANSUM        gain=   18.0 regular  t5=07-05 00:26 nD=0 cov=- why=
sol SEMAN        gain=   18.0 regular  t5=07-04 12:50 nD=80 cov=0.79 why=
sol COBRA        gain=   18.0 regular  t5=07-05 12:35 nD=89 cov=0.22 why=
sol LojakPaul    gain=   18.0 regular  t5=07-04 03:55 nD=77 cov=0.14 why=
sol TOLY         gain=   18.0 regular  t5=07-05 13:53 nD=73 cov=0.13 why=
sol frog         gain=   18.0 regular  t5=07-05 16:14 nD=100 cov=0.4 why=
sol BLACKOUT     gain=   18.0 regular  t5=07-06 14:03 nD=98 cov=0.59 why=
sol BABYANSEM    gain=   17.9 regular  t5=07-03 17:02 nD=100 cov=0.12 why=
sol BABYANSEM    gain=   17.9 regular  t5=07-04 15:04 nD=0 cov=- why=
sol SEMAN        gain=   17.9 regular  t5=07-04 13:23 nD=100 cov=0.72 why=
sol 公牛           gain=   17.9 regular  t5=07-05 22:47 nD=100 cov=0.01 why=
sol frog         gain=   17.9 skip     t5=07-05 13:54 nD=- cov=- why=window outside tape
sol SEMAN        gain=   17.8 regular  t5=07-05 10:52 nD=134 cov=0.86 why=
sol SEMAN        gain=   17.8 regular  t5=07-06 09:23 nD=0 cov=- why=
sol SEMAN        gain=   17.8 regular  t5=07-06 13:31 nD=74 cov=1.0 why=
sol COBRA        gain=   17.8 regular  t5=07-05 18:43 nD=98 cov=0.29 why=
sol LojakPaul    gain=   17.8 regular  t5=07-03 09:13 nD=0 cov=- why=
sol LojakPaul    gain=   17.8 regular  t5=07-04 04:10 nD=100 cov=0.23 why=
rob SongJiang    gain=   17.7 regular  t5=07-10 08:56 nD=159 cov=1.61 why=
sol 0x           gain=   17.7 regular  t5=07-06 16:51 nD=94 cov=0.3 why=
sol BABYANSEM    gain=   17.7 regular  t5=07-03 16:39 nD=100 cov=0.1 why=
sol LojakPaul    gain=   17.7 regular  t5=07-03 09:05 nD=0 cov=- why=
sol TMB          gain=   17.7 regular  t5=07-05 00:24 nD=0 cov=- why=
sol ACM          gain=   17.7 regular  t5=07-05 17:02 nD=79 cov=0.99 why=
sol ANSUM        gain=   17.6 regular  t5=07-05 12:19 nD=0 cov=- why=
sol SEMAN        gain=   17.6 regular  t5=07-04 22:46 nD=0 cov=- why=
sol SEMAN        gain=   17.5 regular  t5=07-03 21:05 nD=78 cov=0.15 why=
sol LojakPaul    gain=   17.5 regular  t5=07-04 00:14 nD=3 cov=- why=
sol 公牛           gain=   17.5 regular  t5=07-06 03:42 nD=49 cov=0.03 why=
sol TOLY         gain=   17.5 regular  t5=07-05 12:38 nD=99 cov=0.09 why=
sol Bullmerica25 gain=   17.5 regular  t5=07-05 12:39 nD=97 cov=0.05 why=
sol ACM          gain=   17.5 regular  t5=07-05 08:25 nD=71 cov=0.14 why=
sol TOLY         gain=   17.4 regular  t5=07-05 20:21 nD=106 cov=0.99 why=
sol frog         gain=   17.4 regular  t5=07-05 22:36 nD=119 cov=1.0 why=
sol BABYANSEM    gain=   17.3 regular  t5=07-05 10:39 nD=128 cov=0.32 why=
sol 公牛           gain=   17.3 regular  t5=07-05 22:41 nD=100 cov=0.09 why=
sol 公牛           gain=   17.3 regular  t5=07-06 03:35 nD=100 cov=0.04 why=
sol TMB          gain=   17.3 skip     t5=07-02 14:55 nD=- cov=- why=window outside tape
sol TMB          gain=   17.3 regular  t5=07-04 17:25 nD=0 cov=- why=
sol ANSUM        gain=   17.2 regular  t5=07-04 15:40 nD=0 cov=- why=
sol SEMAN        gain=   17.2 regular  t5=07-04 14:00 nD=100 cov=0.14 why=
sol LojakPaul    gain=   17.2 regular  t5=07-03 05:15 nD=0 cov=- why=
sol TOLY         gain=   17.2 regular  t5=07-05 13:31 nD=97 cov=0.26 why=
rob RANGER       gain=   17.1 regular  t5=07-10 19:03 nD=14 cov=0.06 why=
sol SEMAN        gain=   17.1 regular  t5=07-04 10:07 nD=0 cov=- why=
sol COBRA        gain=   17.1 regular  t5=07-06 06:00 nD=0 cov=- why=
sol LojakPaul    gain=   17.1 regular  t5=07-02 16:14 nD=100 cov=0.17 why=
sol TOLY         gain=   17.1 regular  t5=07-05 16:46 nD=100 cov=0.26 why=
sol TMB          gain=   17.1 regular  t5=07-04 21:33 nD=0 cov=- why=
sol BLACKOUT     gain=   17.1 regular  t5=07-06 05:38 nD=0 cov=- why=
rob SongJiang    gain=   17.0 regular  t5=07-10 08:58 nD=159 cov=1.84 why=
sol BullWorld    gain=   17.0 regular  t5=07-05 19:55 nD=50 cov=1.0 why=
sol 0x           gain=   17.0 regular  t5=07-06 13:37 nD=114 cov=0.71 why=
sol ANSUM        gain=   17.0 regular  t5=07-04 23:39 nD=0 cov=- why=
sol SEMAN        gain=   17.0 regular  t5=07-03 22:59 nD=101 cov=0.45 why=
sol LojakPaul    gain=   17.0 regular  t5=07-02 16:33 nD=100 cov=0.21 why=
rob RANGER       gain=   16.9 regular  t5=07-10 19:17 nD=28 cov=0.07 why=
sol 0x           gain=   16.9 regular  t5=07-05 21:10 nD=96 cov=0.2 why=
sol 0x           gain=   16.9 regular  t5=07-06 12:50 nD=99 cov=0.21 why=
sol 公牛           gain=   16.9 regular  t5=07-05 22:45 nD=37 cov=0.0 why=
sol BABYANSEM    gain=   16.8 regular  t5=07-03 23:26 nD=77 cov=1.0 why=
sol BLACKOUT     gain=   16.8 regular  t5=07-05 23:28 nD=107 cov=0.68 why=
sol BABYANSEM    gain=   16.7 regular  t5=07-03 18:06 nD=0 cov=- why=
sol SEMAN        gain=   16.7 regular  t5=07-06 04:33 nD=0 cov=- why=
sol LojakPaul    gain=   16.7 regular  t5=07-04 05:22 nD=0 cov=- why=
sol BABYANSEM    gain=   16.6 regular  t5=07-03 14:25 nD=100 cov=0.13 why=
sol LojakPaul    gain=   16.5 regular  t5=07-03 18:50 nD=0 cov=- why=
sol TOLY         gain=   16.5 regular  t5=07-05 23:00 nD=74 cov=1.0 why=
sol TOLY         gain=   16.5 regular  t5=07-06 11:13 nD=38 cov=0.85 why=
sol TMB          gain=   16.5 regular  t5=07-05 07:28 nD=100 cov=0.29 why=
sol BABYANSEM    gain=   16.4 regular  t5=07-03 22:29 nD=100 cov=0.77 why=
sol COBRA        gain=   16.4 regular  t5=07-06 04:47 nD=0 cov=- why=
sol LojakPaul    gain=   16.4 regular  t5=07-04 09:27 nD=0 cov=- why=
sol TMB          gain=   16.4 regular  t5=07-03 05:39 nD=0 cov=- why=
sol BLACKOUT     gain=   16.4 regular  t5=07-06 09:19 nD=0 cov=- why=
sol COBRA        gain=   16.3 regular  t5=07-05 17:45 nD=99 cov=0.76 why=
sol BLACKOUT     gain=   16.3 skip     t5=07-05 15:48 nD=- cov=- why=window outside tape
sol BullWorld    gain=   16.2 regular  t5=07-05 09:46 nD=112 cov=1.0 why=
sol BullWorld    gain=   16.2 regular  t5=07-05 17:06 nD=71 cov=1.0 why=
sol frog         gain=   16.2 regular  t5=07-05 15:18 nD=114 cov=0.51 why=
sol frog         gain=   16.2 regular  t5=07-05 16:00 nD=91 cov=0.22 why=
sol ACM          gain=   16.2 regular  t5=07-05 08:32 nD=98 cov=0.2 why=
sol ANSUM        gain=   16.1 regular  t5=07-05 00:38 nD=0 cov=- why=
sol BABYANSEM    gain=   16.1 regular  t5=07-04 19:32 nD=0 cov=- why=
sol LojakPaul    gain=   16.1 regular  t5=07-03 17:48 nD=0 cov=- why=
sol TMB          gain=   16.1 regular  t5=07-04 22:59 nD=0 cov=- why=
sol 0x           gain=   16.0 regular  t5=07-05 21:21 nD=104 cov=0.16 why=
sol ANSUM        gain=   16.0 regular  t5=07-06 00:41 nD=0 cov=- why=
sol BABYANSEM    gain=   16.0 regular  t5=07-03 17:10 nD=64 cov=0.16 why=
sol SEMAN        gain=   16.0 regular  t5=07-03 15:12 nD=97 cov=0.09 why=
sol SEMAN        gain=   16.0 regular  t5=07-05 17:36 nD=67 cov=1.0 why=
sol LojakPaul    gain=   16.0 regular  t5=07-03 03:50 nD=0 cov=- why=
sol LojakPaul    gain=   16.0 regular  t5=07-04 00:30 nD=98 cov=0.13 why=
sol TOLY         gain=   16.0 regular  t5=07-06 02:10 nD=0 cov=- why=
sol TMB          gain=   16.0 regular  t5=07-05 06:47 nD=100 cov=0.18 why=
sol ACM          gain=   16.0 regular  t5=07-05 11:03 nD=99 cov=0.24 why=
rob THROBBIN     gain=   15.9 skip     t5=07-10 20:36 nD=- cov=- why=window outside tape
sol 0x           gain=   15.9 regular  t5=07-06 12:28 nD=100 cov=0.65 why=
sol ANSUM        gain=   15.9 regular  t5=07-05 21:14 nD=83 cov=1.0 why=
sol BABYANSEM    gain=   15.9 regular  t5=07-03 19:53 nD=100 cov=0.29 why=
sol BABYANSEM    gain=   15.9 regular  t5=07-05 09:16 nD=70 cov=1.0 why=
sol SEMAN        gain=   15.9 regular  t5=07-03 22:23 nD=99 cov=0.21 why=
sol SEMAN        gain=   15.9 regular  t5=07-05 06:02 nD=42 cov=1.0 why=
sol SEMAN        gain=   15.9 regular  t5=07-05 08:56 nD=28 cov=1.0 why=
sol TOLY         gain=   15.9 regular  t5=07-05 03:46 nD=86 cov=0.68 why=
sol TOLY         gain=   15.9 regular  t5=07-05 23:47 nD=0 cov=- why=
sol LojakPaul    gain=   15.8 regular  t5=07-04 05:14 nD=0 cov=- why=
sol TOLY         gain=   15.8 regular  t5=07-05 05:03 nD=58 cov=0.95 why=
sol TOLY         gain=   15.8 regular  t5=07-05 05:51 nD=116 cov=1.05 why=
sol BABYANSEM    gain=   15.7 regular  t5=07-05 10:43 nD=84 cov=0.62 why=
sol ELIZABETH    gain=   15.7 regular  t5=07-05 11:21 nD=114 cov=1.0 why=
sol SEMAN        gain=   15.7 regular  t5=07-04 15:09 nD=0 cov=- why=
sol LojakPaul    gain=   15.7 regular  t5=07-04 05:42 nD=0 cov=- why=
rob SongJiang    gain=   15.6 regular  t5=07-10 09:05 nD=135 cov=1.97 why=
rob ROBINHOOD    gain=   15.6 regular  t5=07-10 09:15 nD=740 cov=1.29 why=
sol TOLY         gain=   15.6 regular  t5=07-06 14:57 nD=114 cov=0.89 why=
sol Bullmerica25 gain=   15.6 regular  t5=07-05 12:45 nD=97 cov=0.05 why=
sol 0x           gain=   15.5 regular  t5=07-06 10:19 nD=0 cov=- why=
sol BABYANSEM    gain=   15.5 regular  t5=07-04 04:10 nD=59 cov=0.87 why=
sol LojakPaul    gain=   15.5 regular  t5=07-03 10:31 nD=0 cov=- why=
sol LojakPaul    gain=   15.5 regular  t5=07-04 13:58 nD=38 cov=1.0 why=
sol TOLY         gain=   15.5 regular  t5=07-05 12:59 nD=99 cov=0.16 why=
sol BLACKOUT     gain=   15.5 regular  t5=07-05 18:39 nD=60 cov=0.14 why=
sol BullWorld    gain=   15.4 regular  t5=07-05 06:07 nD=58 cov=0.06 why=
sol 0x           gain=   15.4 regular  t5=07-06 05:32 nD=0 cov=- why=
sol ANSUM        gain=   15.4 regular  t5=07-04 03:27 nD=56 cov=0.16 why=
sol BABYANSEM    gain=   15.4 regular  t5=07-04 16:26 nD=0 cov=- why=
sol COBRA        gain=   15.4 regular  t5=07-05 22:45 nD=0 cov=- why=
sol COBRA        gain=   15.4 regular  t5=07-05 23:30 nD=0 cov=- why=
sol TOLY         gain=   15.4 regular  t5=07-06 12:09 nD=53 cov=1.0 why=
sol TMB          gain=   15.4 regular  t5=07-05 05:10 nD=43 cov=0.14 why=
rob RANGER       gain=   15.3 regular  t5=07-10 18:35 nD=19 cov=0.06 why=
sol 0x           gain=   15.3 regular  t5=07-05 19:52 nD=26 cov=0.04 why=
sol LojakPaul    gain=   15.3 regular  t5=07-03 03:27 nD=0 cov=- why=
sol 公牛           gain=   15.3 regular  t5=07-06 02:23 nD=33 cov=0.0 why=
sol 0x           gain=   15.2 regular  t5=07-05 19:49 nD=99 cov=0.14 why=
sol ELIZABETH    gain=   15.2 regular  t5=07-05 11:53 nD=100 cov=0.38 why=
sol SEMAN        gain=   15.2 regular  t5=07-05 14:39 nD=68 cov=1.0 why=
sol LojakPaul    gain=   15.2 regular  t5=07-03 12:38 nD=0 cov=- why=
sol LojakPaul    gain=   15.2 regular  t5=07-03 16:24 nD=46 cov=0.07 why=
sol LojakPaul    gain=   15.2 regular  t5=07-03 16:52 nD=95 cov=0.19 why=
sol 公牛           gain=   15.2 regular  t5=07-06 02:11 nD=100 cov=0.08 why=
sol frog         gain=   15.2 regular  t5=07-05 16:06 nD=100 cov=0.29 why=
sol ANSUM        gain=   15.1 regular  t5=07-05 23:56 nD=0 cov=- why=
sol BABYANSEM    gain=   15.1 regular  t5=07-04 00:29 nD=111 cov=1.0 why=
sol ELIZABETH    gain=   15.1 regular  t5=07-05 04:39 nD=105 cov=0.99 why=
sol COBRA        gain=   15.1 regular  t5=07-05 07:48 nD=116 cov=1.0 why=
sol LojakPaul    gain=   15.1 regular  t5=07-04 05:21 nD=0 cov=- why=
sol 公牛           gain=   15.1 regular  t5=07-06 13:00 nD=0 cov=- why=
sol TOLY         gain=   15.1 regular  t5=07-05 13:24 nD=98 cov=0.18 why=
sol TOLY         gain=   15.1 regular  t5=07-05 17:14 nD=104 cov=0.84 why=
sol Bullmerica25 gain=   15.1 regular  t5=07-05 11:23 nD=99 cov=0.15 why=
sol ANSUM        gain=   15.0 regular  t5=07-04 23:19 nD=0 cov=- why=
sol Fro          gain=   15.0 regular  t5=07-06 13:00 nD=29 cov=0.15 why=
sol SEMAN        gain=   15.0 regular  t5=07-03 19:15 nD=100 cov=0.19 why=
sol COBRA        gain=   15.0 regular  t5=07-06 05:38 nD=0 cov=- why=
sol 公牛           gain=   15.0 regular  t5=07-06 12:04 nD=71 cov=0.98 why=
sol BullWorld    gain=   14.9 regular  t5=07-05 18:05 nD=96 cov=0.77 why=
sol SEMAN        gain=   14.9 regular  t5=07-05 18:06 nD=47 cov=1.0 why=
sol COBRA        gain=   14.9 regular  t5=07-06 06:21 nD=0 cov=- why=
sol LojakPaul    gain=   14.9 regular  t5=07-03 06:36 nD=0 cov=- why=
sol LojakPaul    gain=   14.9 regular  t5=07-04 08:25 nD=0 cov=- why=
sol frog         gain=   14.9 regular  t5=07-05 16:18 nD=58 cov=0.25 why=
rob CASHCOW      gain=   14.8 regular  t5=07-10 20:30 nD=15 cov=0.06 why=
sol SEMAN        gain=   14.8 regular  t5=07-04 16:42 nD=0 cov=- why=
sol SEMAN        gain=   14.8 regular  t5=07-05 05:32 nD=48 cov=1.0 why=
sol LojakPaul    gain=   14.8 regular  t5=07-03 05:11 nD=0 cov=- why=
sol Bullmerica25 gain=   14.8 regular  t5=07-05 04:48 nD=7 cov=- why=
sol ANSUM        gain=   14.7 regular  t5=07-05 03:57 nD=99 cov=0.8 why=
sol SEMAN        gain=   14.7 regular  t5=07-04 14:55 nD=0 cov=- why=
sol SEMAN        gain=   14.7 regular  t5=07-04 22:12 nD=0 cov=- why=
sol 公牛           gain=   14.7 regular  t5=07-06 10:51 nD=68 cov=0.5 why=
sol 公牛           gain=   14.7 regular  t5=07-06 14:22 nD=69 cov=1.0 why=
sol BLACKOUT     gain=   14.7 regular  t5=07-06 08:18 nD=0 cov=- why=
sol BullWorld    gain=   14.6 regular  t5=07-05 06:26 nD=100 cov=0.23 why=
sol SEMAN        gain=   14.6 regular  t5=07-05 13:08 nD=97 cov=0.88 why=
sol LojakPaul    gain=   14.6 regular  t5=07-03 02:20 nD=0 cov=- why=
sol LojakPaul    gain=   14.6 regular  t5=07-03 23:07 nD=98 cov=0.18 why=
sol LojakPaul    gain=   14.6 regular  t5=07-04 08:22 nD=0 cov=- why=
sol 公牛           gain=   14.6 regular  t5=07-06 01:38 nD=13 cov=0.0 why=
sol TOLY         gain=   14.6 regular  t5=07-05 12:54 nD=100 cov=0.11 why=
sol ANSUM        gain=   14.5 regular  t5=07-04 18:09 nD=0 cov=- why=
sol LojakPaul    gain=   14.5 regular  t5=07-04 05:44 nD=0 cov=- why=
sol ACM          gain=   14.5 regular  t5=07-05 14:53 nD=99 cov=0.57 why=
rob THROBBIN     gain=   14.4 regular  t5=07-10 20:18 nD=9 cov=- why=
sol ELIZABETH    gain=   14.4 regular  t5=07-06 02:26 nD=93 cov=1.0 why=
sol COBRA        gain=   14.4 regular  t5=07-06 08:47 nD=0 cov=- why=
sol LojakPaul    gain=   14.4 regular  t5=07-03 09:16 nD=0 cov=- why=
sol frog         gain=   14.4 regular  t5=07-05 16:09 nD=132 cov=0.51 why=
sol TMB          gain=   14.4 regular  t5=07-02 15:18 nD=135 cov=0.74 why=
sol BullWorld    gain=   14.3 regular  t5=07-05 08:13 nD=70 cov=0.17 why=
sol SEMAN        gain=   14.3 regular  t5=07-04 05:56 nD=0 cov=- why=
sol SEMAN        gain=   14.3 regular  t5=07-04 13:55 nD=88 cov=0.1 why=
sol COBRA        gain=   14.3 regular  t5=07-06 09:47 nD=0 cov=- why=
sol LojakPaul    gain=   14.3 regular  t5=07-02 16:56 nD=100 cov=0.23 why=
sol LojakPaul    gain=   14.3 regular  t5=07-04 05:40 nD=0 cov=- why=
sol LojakPaul    gain=   14.3 regular  t5=07-04 08:31 nD=0 cov=- why=
sol TOLY         gain=   14.3 regular  t5=07-06 13:30 nD=54 cov=1.0 why=
sol frog         gain=   14.3 regular  t5=07-06 03:17 nD=88 cov=1.0 why=
sol 公牛           gain=   14.2 regular  t5=07-06 12:23 nD=98 cov=0.97 why=
sol frog         gain=   14.2 skip     t5=07-06 04:01 nD=- cov=- why=window outside tape
sol TMB          gain=   14.2 regular  t5=07-04 20:50 nD=0 cov=- why=
sol BLACKOUT     gain=   14.2 regular  t5=07-06 13:23 nD=100 cov=0.61 why=
sol Bullmerica25 gain=   14.2 regular  t5=07-05 14:53 nD=98 cov=0.05 why=
sol ANSUM        gain=   14.1 regular  t5=07-04 00:35 nD=86 cov=0.29 why=
sol SEMAN        gain=   14.1 regular  t5=07-03 15:22 nD=100 cov=0.18 why=
sol TMB          gain=   14.1 regular  t5=07-04 10:30 nD=0 cov=- why=
rob SNAT         gain=   14.0 skip     t5=07-10 17:35 nD=- cov=- why=window outside tape
sol BABYANSEM    gain=   14.0 regular  t5=07-05 11:55 nD=0 cov=- why=
sol LojakPaul    gain=   14.0 regular  t5=07-03 18:35 nD=100 cov=0.15 why=
sol LojakPaul    gain=   14.0 regular  t5=07-04 09:50 nD=0 cov=- why=
sol TMB          gain=   14.0 regular  t5=07-04 22:46 nD=0 cov=- why=
sol BABYANSEM    gain=   13.9 regular  t5=07-04 14:52 nD=0 cov=- why=
sol SEMAN        gain=   13.9 regular  t5=07-03 14:35 nD=98 cov=0.46 why=
sol COBRA        gain=   13.9 regular  t5=07-05 20:51 nD=0 cov=- why=
sol COBRA        gain=   13.9 regular  t5=07-06 06:43 nD=0 cov=- why=
sol LojakPaul    gain=   13.9 regular  t5=07-03 23:10 nD=98 cov=0.19 why=
sol LojakPaul    gain=   13.9 regular  t5=07-03 23:48 nD=97 cov=0.2 why=
sol TOLY         gain=   13.9 regular  t5=07-06 07:08 nD=0 cov=- why=
sol TOLY         gain=   13.9 regular  t5=07-06 12:52 nD=100 cov=0.61 why=
sol TMB          gain=   13.9 regular  t5=07-04 13:07 nD=0 cov=- why=
sol ACM          gain=   13.9 regular  t5=07-05 07:25 nD=97 cov=0.07 why=
sol 0x           gain=   13.8 regular  t5=07-06 04:59 nD=0 cov=- why=
sol 0x           gain=   13.8 regular  t5=07-06 12:53 nD=99 cov=0.24 why=
sol ANSUM        gain=   13.8 regular  t5=07-04 15:19 nD=0 cov=- why=
sol BABYANSEM    gain=   13.8 regular  t5=07-03 14:49 nD=0 cov=- why=
sol LojakPaul    gain=   13.8 regular  t5=07-03 09:47 nD=0 cov=- why=
sol LojakPaul    gain=   13.8 regular  t5=07-04 00:33 nD=98 cov=0.15 why=
sol TOLY         gain=   13.8 regular  t5=07-05 15:49 nD=99 cov=0.34 why=
sol ACM          gain=   13.8 regular  t5=07-05 07:53 nD=98 cov=0.1 why=
sol ANSUM        gain=   13.7 regular  t5=07-05 08:02 nD=69 cov=0.82 why=
sol ANSUM        gain=   13.7 regular  t5=07-05 09:30 nD=47 cov=1.0 why=
sol COBRA        gain=   13.7 regular  t5=07-06 08:13 nD=0 cov=- why=
sol LojakPaul    gain=   13.7 regular  t5=07-03 02:55 nD=0 cov=- why=
sol LojakPaul    gain=   13.7 regular  t5=07-04 02:42 nD=41 cov=0.33 why=
sol LojakPaul    gain=   13.7 regular  t5=07-04 04:31 nD=0 cov=- why=
sol TOLY         gain=   13.7 regular  t5=07-05 13:26 nD=105 cov=0.24 why=
sol TMB          gain=   13.7 regular  t5=07-05 05:40 nD=100 cov=0.26 why=
sol ACM          gain=   13.7 regular  t5=07-05 17:52 nD=85 cov=0.28 why=
sol 0x           gain=   13.6 regular  t5=07-06 06:59 nD=0 cov=- why=
sol COBRA        gain=   13.6 regular  t5=07-05 19:12 nD=102 cov=0.68 why=
sol LojakPaul    gain=   13.6 regular  t5=07-03 19:13 nD=100 cov=0.15 why=
sol frog         gain=   13.6 regular  t5=07-05 17:57 nD=89 cov=0.66 why=
sol TMB          gain=   13.6 regular  t5=07-04 19:51 nD=0 cov=- why=
sol TMB          gain=   13.6 regular  t5=07-04 22:11 nD=0 cov=- why=
sol BLACKOUT     gain=   13.6 regular  t5=07-06 14:37 nD=51 cov=0.56 why=
sol BullWorld    gain=   13.5 regular  t5=07-05 08:42 nD=102 cov=0.77 why=
sol BABYANSEM    gain=   13.5 regular  t5=07-05 10:09 nD=108 cov=0.69 why=
sol LojakPaul    gain=   13.5 regular  t5=07-02 16:44 nD=100 cov=0.21 why=
sol LojakPaul    gain=   13.5 regular  t5=07-04 05:06 nD=0 cov=- why=
sol TOLY         gain=   13.5 regular  t5=07-06 12:50 nD=100 cov=0.46 why=
sol ACM          gain=   13.5 skip     t5=07-05 06:54 nD=- cov=- why=window outside tape
sol ACM          gain=   13.5 regular  t5=07-05 08:36 nD=98 cov=0.19 why=
rob HOODBOY      gain=   13.4 regular  t5=07-10 20:37 nD=31 cov=0.08 why=
sol BullWorld    gain=   13.4 regular  t5=07-05 06:22 nD=100 cov=0.19 why=
sol BullWorld    gain=   13.4 regular  t5=07-05 06:59 nD=100 cov=0.22 why=
sol ANSUM        gain=   13.4 regular  t5=07-05 01:16 nD=0 cov=- why=
sol SEMAN        gain=   13.4 regular  t5=07-05 04:21 nD=51 cov=0.54 why=
sol SEMAN        gain=   13.4 regular  t5=07-06 06:30 nD=0 cov=- why=
sol 公牛           gain=   13.4 regular  t5=07-06 14:03 nD=89 cov=0.83 why=
sol 0x           gain=   13.3 regular  t5=07-06 12:13 nD=97 cov=1.0 why=
sol BABYANSEM    gain=   13.3 regular  t5=07-03 16:52 nD=99 cov=0.27 why=
sol BABYANSEM    gain=   13.3 regular  t5=07-03 17:53 nD=0 cov=- why=
sol SEMAN        gain=   13.3 regular  t5=07-04 03:30 nD=106 cov=1.0 why=
sol SEMAN        gain=   13.3 regular  t5=07-05 10:30 nD=44 cov=1.0 why=
sol LojakPaul    gain=   13.3 regular  t5=07-03 02:14 nD=0 cov=- why=
sol LojakPaul    gain=   13.3 regular  t5=07-03 10:35 nD=0 cov=- why=
sol 公牛           gain=   13.3 regular  t5=07-05 22:51 nD=100 cov=0.03 why=
sol ANSUM        gain=   13.2 regular  t5=07-04 21:00 nD=0 cov=- why=
sol ANSUM        gain=   13.2 regular  t5=07-05 21:46 nD=87 cov=0.82 why=
sol ANSUM        gain=   13.2 regular  t5=07-05 23:16 nD=0 cov=- why=
sol SEMAN        gain=   13.2 regular  t5=07-03 19:58 nD=100 cov=0.49 why=
sol LojakPaul    gain=   13.2 regular  t5=07-03 04:58 nD=0 cov=- why=
sol 公牛           gain=   13.2 regular  t5=07-06 12:47 nD=80 cov=0.45 why=
sol TMB          gain=   13.2 regular  t5=07-04 19:30 nD=0 cov=- why=
sol TMB          gain=   13.2 regular  t5=07-05 04:10 nD=100 cov=0.2 why=
sol BullWorld    gain=   13.1 regular  t5=07-05 09:50 nD=76 cov=0.86 why=
sol COBRA        gain=   13.1 regular  t5=07-06 09:24 nD=0 cov=- why=
sol TOLY         gain=   13.1 regular  t5=07-05 11:57 nD=100 cov=0.05 why=
sol frog         gain=   13.1 skip     t5=07-05 13:52 nD=- cov=- why=window outside tape
sol Bullmerica25 gain=   13.1 regular  t5=07-05 13:46 nD=100 cov=0.07 why=
sol ACM          gain=   13.1 regular  t5=07-05 10:31 nD=100 cov=0.08 why=
sol BullWorld    gain=   13.0 regular  t5=07-05 20:33 nD=99 cov=1.0 why=
sol ANSUM        gain=   13.0 regular  t5=07-03 22:31 nD=100 cov=0.54 why=
sol ANSUM        gain=   13.0 regular  t5=07-06 01:51 nD=0 cov=- why=
sol SEMAN        gain=   13.0 regular  t5=07-03 20:26 nD=100 cov=0.11 why=
sol LojakPaul    gain=   13.0 regular  t5=07-04 05:46 nD=0 cov=- why=
sol ACM          gain=   13.0 regular  t5=07-05 07:31 nD=100 cov=0.09 why=
rob SongJiang    gain=   12.9 skip     t5=07-10 09:21 nD=- cov=- why=window outside tape
sol 0x           gain=   12.9 regular  t5=07-06 02:01 nD=88 cov=0.84 why=
sol BABYANSEM    gain=   12.9 regular  t5=07-05 22:05 nD=69 cov=0.68 why=
sol Fro          gain=   12.9 regular  t5=07-06 11:10 nD=76 cov=1.0 why=
sol COBRA        gain=   12.9 regular  t5=07-05 12:27 nD=100 cov=0.1 why=
