pairs processed: 1160, usable labeled: 698 (monster=153, regular=545)
rob CASHCOW      gain= 4563.7 skip     t5=07-10 19:14 nD=- cov=- why=window outside tape
rob ilysm        gain= 2892.0 skip     t5=07-10 08:34 nD=- cov=- why=window outside tape
sol SEMAN        gain=   12.8 regular  t5=07-03 16:01 nD=0 cov=- why=
sol SEMAN        gain=   12.8 regular  t5=07-03 19:19 nD=100 cov=0.23 why=
sol LojakPaul    gain=   12.8 regular  t5=07-03 06:59 nD=0 cov=- why=
sol LojakPaul    gain=   12.8 regular  t5=07-03 17:40 nD=0 cov=- why=
sol LojakPaul    gain=   12.8 regular  t5=07-03 18:43 nD=100 cov=0.15 why=
sol TOLY         gain=   12.8 regular  t5=07-05 17:47 nD=104 cov=0.39 why=
sol TMB          gain=   12.8 regular  t5=07-04 09:28 nD=0 cov=- why=
sol BullWorld    gain=   12.7 regular  t5=07-05 06:52 nD=76 cov=0.29 why=
sol 0x           gain=   12.7 regular  t5=07-06 05:55 nD=0 cov=- why=
sol ANSUM        gain=   12.7 regular  t5=07-05 11:37 nD=121 cov=0.96 why=
sol SEMAN        gain=   12.7 regular  t5=07-03 20:55 nD=58 cov=0.16 why=
sol LojakPaul    gain=   12.7 regular  t5=07-03 03:12 nD=0 cov=- why=
sol LojakPaul    gain=   12.7 regular  t5=07-03 08:03 nD=0 cov=- why=
sol LojakPaul    gain=   12.7 regular  t5=07-04 03:05 nD=100 cov=0.31 why=
sol 公牛           gain=   12.7 regular  t5=07-06 13:58 nD=102 cov=0.84 why=
sol frog         gain=   12.7 regular  t5=07-05 17:53 nD=97 cov=0.79 why=
sol BullWorld    gain=   12.6 regular  t5=07-05 09:58 nD=60 cov=0.43 why=
sol BullWorld    gain=   12.6 regular  t5=07-05 10:06 nD=112 cov=0.33 why=
sol BullWorld    gain=   12.6 regular  t5=07-05 20:31 nD=115 cov=1.0 why=
sol 0x           gain=   12.6 regular  t5=07-06 06:36 nD=0 cov=- why=
sol SEMAN        gain=   12.6 regular  t5=07-03 20:08 nD=0 cov=- why=
sol SEMAN        gain=   12.6 regular  t5=07-04 14:46 nD=0 cov=- why=
sol LojakPaul    gain=   12.6 regular  t5=07-03 03:09 nD=0 cov=- why=
sol ACM          gain=   12.6 regular  t5=07-05 17:36 nD=104 cov=0.39 why=
sol Fro          gain=   12.5 regular  t5=07-06 13:33 nD=91 cov=0.28 why=
sol COBRA        gain=   12.5 regular  t5=07-05 06:07 nD=139 cov=0.55 why=
sol COBRA        gain=   12.5 regular  t5=07-06 04:38 nD=0 cov=- why=
sol LojakPaul    gain=   12.5 regular  t5=07-03 16:27 nD=97 cov=0.14 why=
sol LojakPaul    gain=   12.5 regular  t5=07-04 00:17 nD=97 cov=0.12 why=
sol LojakPaul    gain=   12.5 regular  t5=07-04 00:24 nD=97 cov=0.11 why=
sol TOLY         gain=   12.5 regular  t5=07-05 21:01 nD=123 cov=0.78 why=
sol TMB          gain=   12.5 regular  t5=07-04 12:13 nD=0 cov=- why=
sol TMB          gain=   12.5 regular  t5=07-05 06:27 nD=100 cov=0.21 why=
sol Goofreck     gain=   12.5 regular  t5=07-06 16:18 nD=74 cov=1.0 why=
sol 0x           gain=   12.4 regular  t5=07-06 03:48 nD=108 cov=0.83 why=
sol 0x           gain=   12.4 regular  t5=07-06 10:48 nD=0 cov=- why=
sol ELIZABETH    gain=   12.4 regular  t5=07-05 04:30 nD=132 cov=0.9 why=
sol SEMAN        gain=   12.4 regular  t5=07-03 20:20 nD=84 cov=0.15 why=
sol COBRA        gain=   12.4 regular  t5=07-05 21:18 nD=0 cov=- why=
sol COBRA        gain=   12.4 regular  t5=07-05 23:29 nD=0 cov=- why=
sol LojakPaul    gain=   12.4 regular  t5=07-03 09:01 nD=0 cov=- why=
sol LojakPaul    gain=   12.4 regular  t5=07-03 12:45 nD=0 cov=- why=
sol LojakPaul    gain=   12.4 regular  t5=07-03 19:17 nD=100 cov=0.17 why=
sol ACM          gain=   12.4 regular  t5=07-05 19:29 nD=84 cov=0.89 why=
sol BullWorld    gain=   12.3 regular  t5=07-05 06:18 nD=63 cov=0.19 why=
sol COBRA        gain=   12.3 regular  t5=07-06 10:33 nD=0 cov=- why=
sol LojakPaul    gain=   12.3 regular  t5=07-03 19:08 nD=100 cov=0.16 why=
sol LojakPaul    gain=   12.3 regular  t5=07-04 00:20 nD=97 cov=0.11 why=
sol TOLY         gain=   12.3 regular  t5=07-05 12:35 nD=0 cov=- why=
sol frog         gain=   12.3 regular  t5=07-05 18:11 nD=77 cov=0.37 why=
sol 0x           gain=   12.2 regular  t5=07-06 06:44 nD=0 cov=- why=
sol SEMAN        gain=   12.2 regular  t5=07-05 10:56 nD=99 cov=0.7 why=
sol LojakPaul    gain=   12.2 regular  t5=07-03 23:36 nD=100 cov=0.22 why=
sol LojakPaul    gain=   12.2 regular  t5=07-04 00:36 nD=98 cov=0.15 why=
sol 公牛           gain=   12.2 regular  t5=07-06 01:54 nD=100 cov=0.13 why=
sol TOLY         gain=   12.2 regular  t5=07-06 14:53 nD=90 cov=0.48 why=
sol TMB          gain=   12.2 regular  t5=07-04 18:45 nD=0 cov=- why=
sol ACM          gain=   12.2 regular  t5=07-05 07:09 nD=99 cov=0.16 why=
sol ACM          gain=   12.2 regular  t5=07-05 08:45 nD=95 cov=0.19 why=
sol ACM          gain=   12.2 regular  t5=07-05 12:07 nD=98 cov=0.63 why=
sol SEMAN        gain=   12.1 regular  t5=07-03 15:09 nD=97 cov=0.09 why=
sol SEMAN        gain=   12.1 regular  t5=07-05 00:14 nD=0 cov=- why=
sol LojakPaul    gain=   12.1 regular  t5=07-03 05:32 nD=0 cov=- why=
sol LojakPaul    gain=   12.1 regular  t5=07-03 18:33 nD=100 cov=0.16 why=
sol LojakPaul    gain=   12.1 regular  t5=07-03 19:51 nD=100 cov=0.26 why=
sol Bullmerica25 gain=   12.1 regular  t5=07-05 14:19 nD=100 cov=0.03 why=
rob THROBBIN     gain=   12.0 regular  t5=07-10 20:23 nD=5 cov=- why=
sol BullWorld    gain=   12.0 regular  t5=07-05 10:09 nD=112 cov=0.33 why=
sol SEMAN        gain=   12.0 regular  t5=07-04 16:36 nD=0 cov=- why=
sol COBRA        gain=   12.0 regular  t5=07-06 10:47 nD=0 cov=- why=
sol LojakPaul    gain=   12.0 regular  t5=07-03 17:33 nD=0 cov=- why=
sol 公牛           gain=   12.0 regular  t5=07-06 02:03 nD=100 cov=0.09 why=
sol TOLY         gain=   12.0 regular  t5=07-05 16:03 nD=128 cov=0.99 why=
sol ACM          gain=   12.0 regular  t5=07-05 07:29 nD=100 cov=0.07 why=
sol BullWorld    gain=   11.9 regular  t5=07-05 12:26 nD=83 cov=0.81 why=
sol SEMAN        gain=   11.9 regular  t5=07-03 16:22 nD=0 cov=- why=
sol SEMAN        gain=   11.9 regular  t5=07-04 14:04 nD=98 cov=0.16 why=
sol SEMAN        gain=   11.9 regular  t5=07-04 16:21 nD=0 cov=- why=
sol SEMAN        gain=   11.9 regular  t5=07-06 13:15 nD=105 cov=0.87 why=
sol LojakPaul    gain=   11.9 regular  t5=07-03 09:56 nD=0 cov=- why=
sol LojakPaul    gain=   11.9 regular  t5=07-03 19:20 nD=100 cov=0.18 why=
sol LojakPaul    gain=   11.9 regular  t5=07-04 04:35 nD=0 cov=- why=
sol LojakPaul    gain=   11.9 regular  t5=07-04 08:08 nD=0 cov=- why=
sol LojakPaul    gain=   11.9 regular  t5=07-04 09:34 nD=0 cov=- why=
sol 公牛           gain=   11.9 regular  t5=07-06 04:43 nD=0 cov=- why=
sol 公牛           gain=   11.9 regular  t5=07-06 06:31 nD=0 cov=- why=
sol 公牛           gain=   11.9 regular  t5=07-06 12:17 nD=127 cov=0.68 why=
sol TOLY         gain=   11.9 regular  t5=07-05 03:18 nD=99 cov=0.59 why=
sol BLACKOUT     gain=   11.9 regular  t5=07-05 22:55 nD=93 cov=0.81 why=
rob SongJiang    gain=   11.8 regular  t5=07-10 09:09 nD=154 cov=1.59 why=
sol BABYANSEM    gain=   11.8 regular  t5=07-04 18:10 nD=0 cov=- why=
sol Fro          gain=   11.8 regular  t5=07-06 13:38 nD=100 cov=0.37 why=
sol SEMAN        gain=   11.8 regular  t5=07-03 15:49 nD=64 cov=0.2 why=
sol COBRA        gain=   11.8 regular  t5=07-05 07:20 nD=123 cov=0.68 why=
sol 公牛           gain=   11.8 regular  t5=07-06 02:13 nD=67 cov=0.02 why=
sol TOLY         gain=   11.8 regular  t5=07-06 01:40 nD=0 cov=- why=
sol ACM          gain=   11.8 regular  t5=07-05 14:51 nD=91 cov=0.59 why=
sol BABYANSEM    gain=   11.7 skip     t5=07-03 14:23 nD=- cov=- why=window outside tape
sol BABYANSEM    gain=   11.7 regular  t5=07-04 23:57 nD=0 cov=- why=
sol SEMAN        gain=   11.7 regular  t5=07-04 03:18 nD=56 cov=0.62 why=
sol COBRA        gain=   11.7 regular  t5=07-05 23:20 nD=0 cov=- why=
sol LojakPaul    gain=   11.7 regular  t5=07-03 03:07 nD=0 cov=- why=
sol LojakPaul    gain=   11.7 regular  t5=07-03 09:59 nD=0 cov=- why=
sol LojakPaul    gain=   11.7 regular  t5=07-03 10:04 nD=0 cov=- why=
sol LojakPaul    gain=   11.7 regular  t5=07-03 17:22 nD=0 cov=- why=
sol LojakPaul    gain=   11.7 regular  t5=07-03 22:06 nD=100 cov=0.23 why=
sol LojakPaul    gain=   11.7 regular  t5=07-04 04:00 nD=100 cov=0.16 why=
sol LojakPaul    gain=   11.7 regular  t5=07-04 09:48 nD=0 cov=- why=
rob BILLY        gain=   11.6 regular  t5=07-10 18:22 nD=0 cov=- why=
sol BullWorld    gain=   11.6 regular  t5=07-05 18:01 nD=93 cov=0.76 why=
sol BullWorld    gain=   11.6 skip     t5=07-05 21:00 nD=- cov=- why=window outside tape
sol 0x           gain=   11.6 regular  t5=07-06 10:00 nD=0 cov=- why=
sol 0x           gain=   11.6 regular  t5=07-06 10:09 nD=0 cov=- why=
sol BABYANSEM    gain=   11.6 regular  t5=07-04 00:23 nD=129 cov=0.82 why=
sol SEMAN        gain=   11.6 regular  t5=07-03 16:30 nD=0 cov=- why=
sol SEMAN        gain=   11.6 regular  t5=07-04 05:36 nD=0 cov=- why=
sol SEMAN        gain=   11.6 regular  t5=07-04 14:48 nD=0 cov=- why=
sol BLACKOUT     gain=   11.6 regular  t5=07-06 12:31 nD=99 cov=0.7 why=
sol 0x           gain=   11.5 regular  t5=07-06 12:58 nD=31 cov=0.12 why=
sol ANSUM        gain=   11.5 regular  t5=07-04 05:02 nD=0 cov=- why=
sol ANSUM        gain=   11.5 regular  t5=07-05 20:36 nD=167 cov=0.29 why=
sol LojakPaul    gain=   11.5 regular  t5=07-03 16:32 nD=97 cov=0.11 why=
sol LojakPaul    gain=   11.5 regular  t5=07-04 07:23 nD=0 cov=- why=
sol 公牛           gain=   11.5 regular  t5=07-06 12:58 nD=8 cov=- why=
sol TOLY         gain=   11.5 regular  t5=07-06 16:40 nD=48 cov=1.0 why=
sol TMB          gain=   11.5 regular  t5=07-04 12:55 nD=0 cov=- why=
sol 0x           gain=   11.4 regular  t5=07-06 08:54 nD=0 cov=- why=
sol SEMAN        gain=   11.4 regular  t5=07-03 21:02 nD=96 cov=0.29 why=
sol LojakPaul    gain=   11.4 regular  t5=07-03 02:03 nD=0 cov=- why=
sol LojakPaul    gain=   11.4 regular  t5=07-03 10:33 nD=0 cov=- why=
sol LojakPaul    gain=   11.4 regular  t5=07-03 23:42 nD=97 cov=0.2 why=
sol TMB          gain=   11.4 regular  t5=07-04 12:36 nD=0 cov=- why=
sol TMB          gain=   11.4 regular  t5=07-05 01:27 nD=0 cov=- why=
sol Bullmerica25 gain=   11.4 regular  t5=07-05 09:52 nD=100 cov=0.47 why=
rob THROBBIN     gain=   11.3 regular  t5=07-10 20:21 nD=6 cov=- why=
sol BABYANSEM    gain=   11.3 regular  t5=07-03 14:40 nD=100 cov=0.18 why=
sol LojakPaul    gain=   11.3 regular  t5=07-04 08:27 nD=0 cov=- why=
sol 公牛           gain=   11.3 regular  t5=07-06 12:44 nD=105 cov=0.54 why=
sol TOLY         gain=   11.3 regular  t5=07-05 03:28 nD=12 cov=0.31 why=
sol TOLY         gain=   11.3 regular  t5=07-06 15:49 nD=55 cov=1.0 why=
sol frog         gain=   11.3 regular  t5=07-05 19:43 nD=111 cov=0.78 why=
sol Bullmerica25 gain=   11.3 regular  t5=07-05 04:38 nD=100 cov=0.05 why=
sol ANSUM        gain=   11.2 regular  t5=07-05 23:48 nD=0 cov=- why=
sol BABYANSEM    gain=   11.2 regular  t5=07-04 14:57 nD=0 cov=- why=
sol SEMAN        gain=   11.2 regular  t5=07-04 12:13 nD=154 cov=0.46 why=
sol COBRA        gain=   11.2 regular  t5=07-06 09:08 nD=0 cov=- why=
sol BullWorld    gain=   11.1 regular  t5=07-05 08:06 nD=79 cov=0.51 why=
sol ANSUM        gain=   11.1 regular  t5=07-05 21:44 nD=136 cov=0.43 why=
sol BABYANSEM    gain=   11.1 regular  t5=07-03 17:21 nD=16 cov=0.09 why=
sol Fro          gain=   11.1 regular  t5=07-06 12:46 nD=85 cov=1.0 why=
sol BLACKOUT     gain=   11.1 regular  t5=07-06 15:06 nD=95 cov=0.51 why=
sol ACM          gain=   11.1 regular  t5=07-05 17:41 nD=92 cov=0.38 why=
sol ANSUM        gain=   11.0 regular  t5=07-04 01:07 nD=75 cov=0.48 why=
sol BABYANSEM    gain=   11.0 regular  t5=07-04 21:57 nD=0 cov=- why=
sol BABYANSEM    gain=   11.0 regular  t5=07-04 22:50 nD=0 cov=- why=
sol BABYANSEM    gain=   11.0 regular  t5=07-05 14:18 nD=0 cov=- why=
sol SEMAN        gain=   11.0 regular  t5=07-03 16:27 nD=0 cov=- why=
sol COBRA        gain=   11.0 regular  t5=07-06 11:08 nD=0 cov=- why=
sol LojakPaul    gain=   11.0 regular  t5=07-03 10:02 nD=0 cov=- why=
sol LojakPaul    gain=   11.0 regular  t5=07-03 16:46 nD=95 cov=0.13 why=
sol LojakPaul    gain=   11.0 regular  t5=07-04 03:39 nD=98 cov=0.19 why=
sol TOLY         gain=   11.0 regular  t5=07-05 20:55 nD=131 cov=0.46 why=
sol TOLY         gain=   11.0 regular  t5=07-06 15:22 nD=55 cov=0.79 why=
sol SEMAN        gain=   10.9 regular  t5=07-05 17:47 nD=43 cov=1.0 why=
sol COBRA        gain=   10.9 regular  t5=07-06 07:55 nD=0 cov=- why=
sol COBRA        gain=   10.9 regular  t5=07-06 09:00 nD=0 cov=- why=
sol LojakPaul    gain=   10.9 regular  t5=07-03 03:41 nD=0 cov=- why=
sol LojakPaul    gain=   10.9 regular  t5=07-03 17:29 nD=0 cov=- why=
sol LojakPaul    gain=   10.9 regular  t5=07-03 18:56 nD=0 cov=- why=
sol TOLY         gain=   10.9 regular  t5=07-05 05:30 nD=74 cov=0.98 why=
sol TMB          gain=   10.9 regular  t5=07-02 20:40 nD=0 cov=- why=
sol TMB          gain=   10.9 regular  t5=07-04 10:13 nD=0 cov=- why=
sol ACM          gain=   10.9 regular  t5=07-05 16:41 nD=87 cov=1.0 why=
sol BABYANSEM    gain=   10.8 regular  t5=07-04 23:30 nD=0 cov=- why=
sol SEMAN        gain=   10.8 regular  t5=07-03 22:19 nD=99 cov=0.21 why=
sol SEMAN        gain=   10.8 regular  t5=07-04 12:11 nD=123 cov=0.4 why=
sol COBRA        gain=   10.8 regular  t5=07-05 10:14 nD=99 cov=0.26 why=
sol LojakPaul    gain=   10.8 regular  t5=07-03 17:01 nD=100 cov=0.23 why=
sol LojakPaul    gain=   10.8 regular  t5=07-04 03:16 nD=99 cov=0.21 why=
sol 公牛           gain=   10.8 regular  t5=07-06 01:41 nD=100 cov=0.1 why=
sol Bullmerica25 gain=   10.8 regular  t5=07-05 04:50 nD=100 cov=0.08 why=
sol 0x           gain=   10.7 regular  t5=07-05 23:52 nD=121 cov=0.41 why=
sol LojakPaul    gain=   10.7 regular  t5=07-03 10:29 nD=0 cov=- why=
sol LojakPaul    gain=   10.7 regular  t5=07-03 16:22 nD=96 cov=0.13 why=
sol LojakPaul    gain=   10.7 regular  t5=07-04 02:56 nD=3 cov=- why=
sol LojakPaul    gain=   10.7 regular  t5=07-04 03:36 nD=98 cov=0.2 why=
sol ACM          gain=   10.7 regular  t5=07-05 10:40 nD=99 cov=0.17 why=
sol BullWorld    gain=   10.6 regular  t5=07-05 09:43 nD=139 cov=1.0 why=
sol BABYANSEM    gain=   10.6 regular  t5=07-05 02:49 nD=0 cov=- why=
sol Fro          gain=   10.6 regular  t5=07-06 12:29 nD=123 cov=0.75 why=
sol LojakPaul    gain=   10.6 regular  t5=07-03 18:31 nD=100 cov=0.16 why=
sol LojakPaul    gain=   10.6 regular  t5=07-03 18:39 nD=68 cov=0.1 why=
sol LojakPaul    gain=   10.6 regular  t5=07-04 08:04 nD=0 cov=- why=
sol 公牛           gain=   10.6 regular  t5=07-06 10:29 nD=0 cov=- why=
sol 公牛           gain=   10.6 regular  t5=07-06 10:32 nD=0 cov=- why=
sol Bullmerica25 gain=   10.6 regular  t5=07-05 09:35 nD=88 cov=0.33 why=
sol ACM          gain=   10.6 regular  t5=07-05 09:47 nD=80 cov=0.67 why=
sol ACM          gain=   10.6 regular  t5=07-05 16:31 nD=60 cov=0.34 why=
sol 0x           gain=   10.5 regular  t5=07-06 15:26 nD=32 cov=0.6 why=
sol BABYANSEM    gain=   10.5 skip     t5=07-03 14:19 nD=- cov=- why=window outside tape
sol SEMAN        gain=   10.5 regular  t5=07-05 01:49 nD=0 cov=- why=
sol SEMAN        gain=   10.5 regular  t5=07-06 09:02 nD=0 cov=- why=
sol LojakPaul    gain=   10.5 regular  t5=07-03 18:37 nD=59 cov=0.1 why=
sol LojakPaul    gain=   10.5 regular  t5=07-04 09:19 nD=0 cov=- why=
sol TOLY         gain=   10.5 regular  t5=07-05 05:37 nD=51 cov=0.44 why=
sol TMB          gain=   10.5 regular  t5=07-02 18:55 nD=45 cov=1.0 why=
sol TMB          gain=   10.5 regular  t5=07-04 19:11 nD=0 cov=- why=
sol BLACKOUT     gain=   10.5 regular  t5=07-05 21:32 nD=90 cov=0.99 why=
sol ACM          gain=   10.5 regular  t5=07-05 18:54 nD=79 cov=0.7 why=
sol 0x           gain=   10.4 regular  t5=07-06 02:36 nD=92 cov=1.0 why=
sol SEMAN        gain=   10.4 regular  t5=07-04 07:38 nD=0 cov=- why=
sol COBRA        gain=   10.4 regular  t5=07-05 12:20 nD=100 cov=0.15 why=
sol COBRA        gain=   10.4 regular  t5=07-06 04:31 nD=0 cov=- why=
sol LojakPaul    gain=   10.4 regular  t5=07-03 06:52 nD=0 cov=- why=
sol LojakPaul    gain=   10.4 regular  t5=07-04 07:25 nD=0 cov=- why=
sol Bullmerica25 gain=   10.4 regular  t5=07-05 12:35 nD=3 cov=- why=
sol ACM          gain=   10.4 regular  t5=07-05 16:02 nD=59 cov=0.76 why=
sol Goofreck     gain=   10.4 regular  t5=07-06 16:36 nD=27 cov=1.0 why=
sol 0x           gain=   10.3 regular  t5=07-05 23:43 nD=85 cov=0.6 why=
sol SEMAN        gain=   10.3 regular  t5=07-03 22:42 nD=98 cov=0.62 why=
sol SEMAN        gain=   10.3 regular  t5=07-04 13:38 nD=100 cov=0.34 why=
sol SEMAN        gain=   10.3 regular  t5=07-05 13:05 nD=125 cov=0.91 why=
sol COBRA        gain=   10.3 regular  t5=07-05 07:40 nD=108 cov=0.61 why=
sol LojakPaul    gain=   10.3 regular  t5=07-03 07:07 nD=0 cov=- why=
sol LojakPaul    gain=   10.3 regular  t5=07-04 04:40 nD=0 cov=- why=
sol TOLY         gain=   10.3 regular  t5=07-05 17:51 nD=66 cov=0.61 why=
sol frog         gain=   10.3 regular  t5=07-06 02:50 nD=100 cov=1.0 why=
sol Bullmerica25 gain=   10.3 regular  t5=07-05 09:00 nD=100 cov=0.12 why=
sol 0x           gain=   10.2 regular  t5=07-06 12:56 nD=98 cov=0.33 why=
sol BABYANSEM    gain=   10.2 regular  t5=07-03 20:30 nD=86 cov=0.25 why=
sol COBRA        gain=   10.2 regular  t5=07-05 14:55 nD=71 cov=0.68 why=
sol LojakPaul    gain=   10.2 regular  t5=07-02 16:41 nD=100 cov=0.19 why=
sol 公牛           gain=   10.2 regular  t5=07-06 02:01 nD=0 cov=- why=
sol 公牛           gain=   10.2 regular  t5=07-06 02:04 nD=100 cov=0.09 why=
sol TOLY         gain=   10.2 regular  t5=07-05 18:49 nD=98 cov=0.81 why=
sol ACM          gain=   10.2 regular  t5=07-05 07:23 nD=97 cov=0.08 why=
sol ANSUM        gain=   10.1 regular  t5=07-04 23:16 nD=0 cov=- why=
sol ANSUM        gain=   10.1 regular  t5=07-05 07:07 nD=96 cov=1.0 why=
sol BABYANSEM    gain=   10.1 regular  t5=07-04 21:33 nD=0 cov=- why=
sol Fro          gain=   10.1 regular  t5=07-06 13:09 nD=64 cov=1.0 why=
sol ELIZABETH    gain=   10.1 regular  t5=07-05 04:17 nD=88 cov=0.59 why=
sol ELIZABETH    gain=   10.1 regular  t5=07-05 11:05 nD=92 cov=1.0 why=
sol SEMAN        gain=   10.1 regular  t5=07-04 13:58 nD=100 cov=0.13 why=
sol LojakPaul    gain=   10.1 regular  t5=07-03 19:04 nD=100 cov=0.16 why=
sol LojakPaul    gain=   10.1 regular  t5=07-04 00:26 nD=0 cov=- why=
sol frog         gain=   10.1 regular  t5=07-06 02:54 nD=85 cov=1.0 why=
sol TMB          gain=   10.1 regular  t5=07-02 15:07 nD=30 cov=0.02 why=
sol TMB          gain=   10.1 regular  t5=07-04 15:16 nD=0 cov=- why=
sol 0x           gain=   10.0 skip     t5=07-05 17:42 nD=- cov=- why=window outside tape
sol 0x           gain=   10.0 regular  t5=07-06 15:41 nD=90 cov=0.72 why=
sol ANSUM        gain=   10.0 regular  t5=07-04 15:11 nD=0 cov=- why=
sol ANSUM        gain=   10.0 regular  t5=07-05 00:08 nD=0 cov=- why=
sol BABYANSEM    gain=   10.0 regular  t5=07-05 01:19 nD=0 cov=- why=
sol ELIZABETH    gain=   10.0 regular  t5=07-05 04:11 nD=146 cov=0.83 why=
sol SEMAN        gain=   10.0 regular  t5=07-04 15:03 nD=0 cov=- why=
sol SEMAN        gain=   10.0 regular  t5=07-06 07:28 nD=0 cov=- why=
sol LojakPaul    gain=   10.0 regular  t5=07-03 17:00 nD=77 cov=0.18 why=
sol 公牛           gain=   10.0 regular  t5=07-06 13:24 nD=89 cov=0.79 why=
sol TOLY         gain=   10.0 regular  t5=07-05 18:35 nD=99 cov=0.36 why=
sol TOLY         gain=   10.0 regular  t5=07-05 18:39 nD=86 cov=0.48 why=
sol TOLY         gain=   10.0 regular  t5=07-06 17:10 nD=59 cov=1.0 why=
sol frog         gain=   10.0 regular  t5=07-05 21:56 nD=86 cov=0.87 why=
sol Bullmerica25 gain=   10.0 regular  t5=07-05 14:56 nD=98 cov=0.05 why=
sol ACM          gain=   10.0 regular  t5=07-05 12:04 nD=98 cov=0.42 why=
sol 0x           gain=    9.9 regular  t5=07-05 21:23 nD=116 cov=0.23 why=
sol 0x           gain=    9.9 regular  t5=07-06 05:26 nD=0 cov=- why=
sol ELIZABETH    gain=    9.9 regular  t5=07-05 12:00 nD=108 cov=0.95 why=
sol COBRA        gain=    9.9 regular  t5=07-05 10:16 nD=99 cov=0.4 why=
sol COBRA        gain=    9.9 regular  t5=07-05 18:53 nD=80 cov=0.43 why=
sol LojakPaul    gain=    9.9 regular  t5=07-03 12:50 nD=0 cov=- why=
sol LojakPaul    gain=    9.9 regular  t5=07-03 19:06 nD=100 cov=0.16 why=
sol LojakPaul    gain=    9.9 regular  t5=07-03 23:40 nD=62 cov=0.14 why=
sol 公牛           gain=    9.9 regular  t5=07-06 10:44 nD=0 cov=- why=
sol TOLY         gain=    9.9 regular  t5=07-05 22:36 nD=111 cov=0.9 why=
sol TMB          gain=    9.9 regular  t5=07-02 17:01 nD=53 cov=1.0 why=
sol BLACKOUT     gain=    9.9 regular  t5=07-06 13:38 nD=99 cov=0.49 why=
sol ACM          gain=    9.9 regular  t5=07-05 10:10 nD=79 cov=0.49 why=
sol 0x           gain=    9.8 regular  t5=07-06 00:26 nD=139 cov=0.62 why=
sol ANSUM        gain=    9.8 regular  t5=07-04 21:41 nD=0 cov=- why=
sol ANSUM        gain=    9.8 regular  t5=07-05 00:23 nD=0 cov=- why=
sol BABYANSEM    gain=    9.8 regular  t5=07-03 17:13 nD=100 cov=0.41 why=
sol SEMAN        gain=    9.8 regular  t5=07-05 10:23 nD=86 cov=1.0 why=
sol LojakPaul    gain=    9.8 regular  t5=07-02 16:12 nD=100 cov=0.15 why=
sol LojakPaul    gain=    9.8 regular  t5=07-03 09:45 nD=0 cov=- why=
sol LojakPaul    gain=    9.8 regular  t5=07-03 19:02 nD=100 cov=0.16 why=
sol 公牛           gain=    9.8 regular  t5=07-06 12:53 nD=78 cov=0.42 why=
sol TOLY         gain=    9.8 regular  t5=07-06 12:32 nD=89 cov=0.9 why=
sol TMB          gain=    9.8 regular  t5=07-04 18:05 nD=0 cov=- why=
sol Bullmerica25 gain=    9.8 regular  t5=07-05 09:30 nD=100 cov=0.12 why=
sol ACM          gain=    9.8 regular  t5=07-05 09:22 nD=97 cov=0.44 why=
rob KITTY        gain=    9.7 regular  t5=07-10 20:30 nD=16 cov=0.13 why=
sol BullWorld    gain=    9.7 regular  t5=07-05 08:45 nD=102 cov=0.8 why=
sol BullWorld    gain=    9.7 skip     t5=07-05 20:51 nD=- cov=- why=window outside tape
sol 0x           gain=    9.7 skip     t5=07-05 17:46 nD=- cov=- why=window outside tape
sol 0x           gain=    9.7 regular  t5=07-05 19:59 nD=100 cov=0.13 why=
sol 0x           gain=    9.7 regular  t5=07-06 04:02 nD=49 cov=0.11 why=
sol SEMAN        gain=    9.7 regular  t5=07-04 07:10 nD=0 cov=- why=
sol SEMAN        gain=    9.7 regular  t5=07-04 16:49 nD=0 cov=- why=
sol SEMAN        gain=    9.7 regular  t5=07-05 10:28 nD=64 cov=1.0 why=
sol COBRA        gain=    9.7 regular  t5=07-06 01:22 nD=0 cov=- why=
sol TMB          gain=    9.7 regular  t5=07-03 03:38 nD=0 cov=- why=
sol TMB          gain=    9.7 regular  t5=07-05 08:02 nD=0 cov=- why=
sol BLACKOUT     gain=    9.7 regular  t5=07-06 13:21 nD=85 cov=0.44 why=
sol Bullmerica25 gain=    9.7 regular  t5=07-05 03:15 nD=0 cov=- why=
sol ACM          gain=    9.7 regular  t5=07-05 10:35 nD=99 cov=0.06 why=
rob RANGER       gain=    9.6 regular  t5=07-10 19:14 nD=25 cov=0.06 why=
rob BILLY        gain=    9.6 regular  t5=07-10 17:16 nD=3 cov=- why=
sol 0x           gain=    9.6 regular  t5=07-06 04:12 nD=0 cov=- why=
sol 0x           gain=    9.6 regular  t5=07-06 13:57 nD=83 cov=1.0 why=
sol ANSUM        gain=    9.6 regular  t5=07-04 21:45 nD=0 cov=- why=
sol BABYANSEM    gain=    9.6 regular  t5=07-04 01:35 nD=92 cov=0.83 why=
sol BABYANSEM    gain=    9.6 regular  t5=07-04 23:19 nD=0 cov=- why=
sol SEMAN        gain=    9.6 regular  t5=07-04 06:07 nD=0 cov=- why=
sol SEMAN        gain=    9.6 regular  t5=07-04 11:20 nD=0 cov=- why=
sol SEMAN        gain=    9.6 regular  t5=07-05 16:12 nD=46 cov=1.0 why=
sol COBRA        gain=    9.6 regular  t5=07-05 20:32 nD=98 cov=0.5 why=
sol LojakPaul    gain=    9.6 regular  t5=07-03 02:26 nD=0 cov=- why=
